urls,names
https://olympics.com/pt/noticias/rebeca-andrade-simone-biles-compare-notas-ginastica-artistica-jogos-olimpicos-paris-2024,rebeca-andrade-simone-biles-compare-notas-ginastica-artistica-jogos-olimpicos-paris-2024
https://olympics.com/pt/noticias/treinamento-de-rebeca-andrade-ginastica-artistica,treinamento-de-rebeca-andrade-ginastica-artistica
https://olympics.com/pt/noticias/historico-mondo-duplantis-quebra-recordes-e-conquista-mais-um-ouro-no-salto-com-vara-veja-os-resultados-do-dia,historico-mondo-duplantis-quebra-recordes-e-conquista-mais-um-ouro-no-salto-com-vara-veja-os-resultados-do-dia
https://olympics.com/pt/noticias/brasil-perde-polonia-eliminado-liga-das-nacoes-volei,brasil-perde-polonia-eliminado-liga-das-nacoes-volei
https://olympics.com/pt/noticias/futebol-feminino-jogos-olimpicos-paris-2024-jogos-brasil,futebol-feminino-jogos-olimpicos-paris-2024-jogos-brasil
https://olympics.com/pt/noticias/tenis-jogos-olimpicos-paris-2024-duplas-mistas-inscritos,tenis-jogos-olimpicos-paris-2024-duplas-mistas-inscritos
https://olympics.com/pt/noticias/portugal-brasil-top-8-revezamento-misto-triatlo-paris-2024,portugal-brasil-top-8-revezamento-misto-triatlo-paris-2024
https://olympics.com/pt/noticias/tenis-jogos-olimpicos-paris-2024-horarioassistir-disputa-bronze-masculino,tenis-jogos-olimpicos-paris-2024-horarioassistir-disputa-bronze-masculino
https://olympics.com/pt/noticias/alan-souza-a-inspiracao-superacao-selecao-volei,alan-souza-a-inspiracao-superacao-selecao-volei
https://olympics.com/pt/noticias/renan-gallina-avanca-no-atletismo-e-esta-na-semifinal-dos-200m-nos-jogos-olimpicos,renan-gallina-avanca-no-atletismo-e-esta-na-semifinal-dos-200m-nos-jogos-olimpicos
https://olympics.com/pt/noticias/futebol-feminino-paris-2024-horario-assistir-escalacoes-brasil-nigeria,futebol-feminino-paris-2024-horario-assistir-escalacoes-brasil-nigeria
https://olympics.com/pt/noticias/basquete-masculino-jogos-olimpicos-paris-2024-horario-assistir-brasil-franca,basquete-masculino-jogos-olimpicos-paris-2024-horario-assistir-brasil-franca
https://olympics.com/pt/noticias/alison-dos-santos-jogos-olimpicos-paris-2024-calendario-resultados-atletismo,alison-dos-santos-jogos-olimpicos-paris-2024-calendario-resultados-atletismo
https://olympics.com/pt/noticias/bia-souza-novo-trunfo-judo-brasileiro-paris-2024,bia-souza-novo-trunfo-judo-brasileiro-paris-2024
https://olympics.com/pt/noticias/rebeca-andrade-paris-2024-principal-estrela-do-brasil,rebeca-andrade-paris-2024-principal-estrela-do-brasil
https://olympics.com/pt/noticias/luisa-baptista-ira-a-paris-incentivar-triatletas-do-brasil,luisa-baptista-ira-a-paris-incentivar-triatletas-do-brasil
https://olympics.com/pt/noticias/volei-o-longo-caminho-que-enfim-levou-ana-cristina-a-paris-2024,volei-o-longo-caminho-que-enfim-levou-ana-cristina-a-paris-2024
https://olympics.com/pt/noticias/paris-2024-veja-15-brasileiros-que-podem-fazer-historia-nos-jogos-olimpicos,paris-2024-veja-15-brasileiros-que-podem-fazer-historia-nos-jogos-olimpicos
https://olympics.com/pt/noticias/futebol-feminino-jogos-olimpicos-paris-2024-horario-assistir-brasil-espanha-semifinal,futebol-feminino-jogos-olimpicos-paris-2024-horario-assistir-brasil-espanha-semifinal
https://olympics.com/pt/noticias/basquete-masculino-jogos-olimpicos-paris-2024-jogos-brasil,basquete-masculino-jogos-olimpicos-paris-2024-jogos-brasil
https://olympics.com/pt/noticias/kelvin-hoefler-primeiro-medalhista-skate-brasil-jogos-olimpicos,kelvin-hoefler-primeiro-medalhista-skate-brasil-jogos-olimpicos
https://olympics.com/pt/noticias/natacao-paris-2024-destaques-programacao-onde-assistir,natacao-paris-2024-destaques-programacao-onde-assistir
https://olympics.com/pt/noticias/patricia-sampaio-sobre-bronze-jogos-olimpicos-paris-2024,patricia-sampaio-sobre-bronze-jogos-olimpicos-paris-2024
